Text,Label
 user     common  consensus  among  models   landfall  point   cyclonegaja    models  take  south  west  direction ,B
 user     common  consensus  among  models   landfall  point   cyclonegaja    models  take  south  west  direction ,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user     common  consensus  among  models   landfall  point   cyclonegaja    models  take  south  west  direction ,B
    common  consensus  among  models   landfall  point   cyclonegaja    models  take  south  west  direction  url,B
 user  cyclonegaja  kms  east  north  east   chennai   forecast  suggest  weakening  trend    approaches  coast  moder,B
 chennai   doubt  chance   rains  looks  gud   chennai  decent  amount   rains    expected    system  w  url,B
 user  strong  winds  aleemoji  ff  emoji  ff  cyclone  gaja  emoji  f   bay   bengal   landfall  tamil  nadu   direct  impact   srilanka  fairly,B
 user  strong  winds  aleemoji  ff  emoji  ff  cyclone  gaja  emoji  f   bay   bengal   landfall  tamil  nadu   direct  impact   srilanka  fairly,B
 user  cyclonegaja   likely   made   landfall   chennai   nagapattinam    forenoon   november  says  imd  ,B
 user  satellite  images  show    lakes  dams   north  tn   either  empty    enough  cushion   hold  flood  waters  cyc,B
 user  satellite  images  show    lakes  dams   north  tn   either  empty    enough  cushion   hold  flood  waters  cyc,B
 emoji  dda  emoji  dee  emoji  df  emoji  dee  emoji  df  emoji   emoji  df  emoji  df  emoji  dfc  emoji  dfb  emoji  df  severe  cyclonic  storm  likely  within  hours  url  cyclonegaja  tamilnadu  url,B
 user     new  day   force  thirteen  remains  vigilant  utc  tropical  situation  bouchra  gaja  gajacyclone  cyclones,B
 user  cyclonegaja  kms  east  north  east   chennai   forecast  suggest  weakening  trend    approaches  coast  moder,B
 bbcweather  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  lat  url,B
 user  incois  imd  joint  bulletin  cyclone  alefor  north  tamilnadu  cyclonegaja  url,B
 user  cyclonegaja  rainfall  warning  rainfall    places   heavy  falls   isolated  places   likely   commence  ,B
 user  user  cyclonegaja   chennai  may      expected   better  picture    known  tonight,B
 cyclonegaja   make   landfall   cuddalore   vedaranyam    morning   th  november   winds  gaja  url,B
 user  strong  winds  aleemoji  ff  emoji  ff  cyclone  gaja  emoji  f   bay   bengal   landfall  tamil  nadu   direct  impact   srilanka  fairly,B
 user  cyclonegaja  sea  condition    likely    rough    rough  along    tamil  nadu  south  andhra  pradesh  coasts  f,B
 user  cyclonegaja  rainfall  warning  rainfall    places   heavy  falls   isolated  places   likely   commence  ,B
 user  strong  winds  aleemoji  ff  emoji  ff  cyclone  gaja  emoji  f   bay   bengal   landfall  tamil  nadu   direct  impact   srilanka  fairly,B
 user  cyclonegaja  sea  condition    likely    rough    rough  along    tamil  nadu  south  andhra  pradesh  coasts  f,B
 user  strong  winds  aleemoji  ff  emoji  ff  cyclone  gaja  emoji  f   bay   bengal   landfall  tamil  nadu   direct  impact   srilanka  fairly,B
 user  strong  winds  aleemoji  ff  emoji  ff  cyclone  gaja  emoji  f   bay   bengal   landfall  tamil  nadu   direct  impact   srilanka  fairly,B
 strong  winds  aleemoji  ff  emoji  ff  cyclone  gaja  emoji  f   bay   bengal   landfall  tamil  nadu   direct  impact   srilanka  f  url,B
 whilst  tamilnadu  needs   rain    pray        repeat    flooding   occurred   url,B
 user  satellite  images  show    lakes  dams   north  tn   either  empty    enough  cushion   hold  flood  waters  cyc,B
 user  satellite  images  show    lakes  dams   north  tn   either  empty    enough  cushion   hold  flood  waters  cyc,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclonegaja  kms  east  north  east   chennai   forecast  suggest  weakening  trend    approaches  coast  moder,B
 user  cyclonegaja  kms  north  east   chennai   current  forecast  suggest  system   move  west  south  west   cross  bet,B
 user  cyclonegaja  kms  east  north  east   chennai   forecast  suggest  weakening  trend    approaches  coast  moder,B
 user  user  user  user  user  user  user  cyclonegaja  expected  url,B
 user  cyclonegaja  looks  pretty  menacing  atm  brace    stormy  weather  url,B
 user  breaking  cyclonegaja  might  change    course   direction   instead   crossing   chennai   cuddalore  migh,B
 user  please  take  anticipatory  actions   order  reduce  loss    pondy  town  cyclonegaja  user  user,B
 user  ecmwf  cyclonegaja  update  cyclone  gaja   likely   move   west  south  west  direction   cross  near  north   vedarany,B
 cyclonegaja    stationed   west  central   adjoining  east  central   southeast  bay   bengal  may  cause  url,B
 user  breaking  cyclonegaja  might  change    course   direction   instead   crossing   chennai   cuddalore  migh,B
 user  ecmwf  cyclonegaja  update  cyclone  gaja   likely   move   west  south  west  direction   cross  near  north   vedarany,B
 ecmwf  cyclonegaja  update  cyclone  gaja   likely   move   west  south  west  direction   cross  near  north   url,B
 user  cyclonegaja  sea  condition    likely    rough    rough  along    tamil  nadu  south  andhra  pradesh  coasts  f,B
 cyclonegaja  sea  condition    likely    rough    rough  along    tamil  nadu  south  andhra  pradesh  url,B
 user  cyclonic  storm  gaja   likely   intensify    move    northwesterly  direction   sea   remain   rou,B
 cyclonegaja  looks  pretty  menacing  atm  brace    stormy  weather  url,B
 cyclonic  storm  gaja   hit  northern  coast   tamil  nadu   wednesday  bring  heavy  rainfall  cyclonegaja  url,B
 user  cyclonegaja  rainfall  warning  rainfall    places   heavy  falls   isolated  places   likely   commence  ,B
 cyclonegaja  chennai  chennairain  mixed  forecasts  coming    different  forecasting  agencies  url,B
 cyclone  gaja   become   severe  cyclonic  storm  shortly  heavy  rains  expected   andhra   tamil  nadu  cyclonegaja  url,B
 user  cyclonegaja  may  intensify   north  tamil  nadu  south  andhra   hoursurl  nadu  news  cyclone  gaja  likely,B
 user  satellite  images  show    lakes  dams   north  tn   either  empty    enough  cushion   hold  flood  waters  c,B
 user  cyclonegaja  rainfall  warning  rainfall    places   heavy  falls   isolated  places   likely   commence  ,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 cyclonegaja  rainfall  warning  rainfall    places   heavy  falls   isolated  places   likely   commence  url,B
 user  cyclonegaja  kms  east  north  east   chennai   forecast  suggest  weakening  trend    approaches  coast  moder,B
 user  cyclonegaja  may  cross  chennai  nagapattinam  coast   thursday  weatherupdate   user  url,B
 cyclonegaja  may  cross  chennai  nagapattinam  coast   thursday  weatherupdate   user  url,B
 user  cyclonegaja  kms  north  east   chennai   current  forecast  suggest  system   move  west  south  west   cross  bet,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 chennai   tn  folk  interested    weather   track  cyclonegaja   url  even   chennai   url,B
 user  cyclonegaja  may  intensify   north  tamil  nadu  south  andhra   hoursurl  nadu  news  cyclone  gaja  likely,B
 user  breaking  cyclonegaja  might  change    course   direction   instead   crossing   chennai   cuddalore  migh,B
 user  breaking  cyclonegaja  might  change    course   direction   instead   crossing   chennai   cuddalore  migh,B
 user  q   song    hyderabadi  qawwal  singing  watching   weather  report   aaja  mere  gaja  cyclonegaja  oksorr,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 despite  user    panic   cyclonegaja  chennai  skies     clear    symptoms   rain  nature  surprises  emoji  fd,B
 user  tropical  cyclonegaja  emoji  f  brings  heavy  emoji  f  emoji  fef   strong  emoji  fc  emoji  fef    tracks  towards  southern  india   srilanka   disaster  experts ,B
 cycloneale  even   tn  government  gears     impact    cyclonegaja  expected   cross   pamban  url,B
    cyclonegaja  disappeared  chennai   dire  straits   piped  water  supply  slowly  dries    ye  url,B
 user   peaceful  morning  sunrise   beautiful  show   colors   cyclonegaja  makes   landfall   tamilnadu     hours ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  tropical  cyclonegaja  emoji  f  brings  heavy  emoji  f  emoji  fef   strong  emoji  fc  emoji  fef    tracks  towards  southern  india   srilanka   disaster  experts ,B
 user  user  user  anna   also  going   change   direction   cyclonegaja  user  user  user,B
 user  tropical  cyclonegaja  emoji  f  brings  heavy  emoji  f  emoji  fef   strong  emoji  fc  emoji  fef    tracks  towards  southern  india   srilanka   disaster  experts ,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
 mb  cyclone  gaja  latest  mb  vorticity  cyclonegaja  extremeweather  monsoon  gaja  url,B
 user  strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   thatc,B
 user  cyclone  aleemoji  ff  emoji  ff  cyclonic  storm  gaja   bay   bengal  located  km  away   trinco   landfall  tamil  nadu   like,B
 tropical  cyclonegaja  emoji  f  brings  heavy  emoji  f  emoji  fef   strong  emoji  fc  emoji  fef    tracks  towards  southern  india   srilanka   disaster  url,B
 user    cyclonegaja    west  central  bay   approaching   tamilnadu  coast   state  administration   taking  seve,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probabili,B
 user    cyclonegaja    west  central  bay   approaching   tamilnadu  coast   state  administration   taking  seve,B
 user    cyclonegaja    west  central  bay   approaching   tamilnadu  coast   state  administration   taking  seve,B
 user    cyclonegaja    west  central  bay   approaching   tamilnadu  coast   state  administration   taking  seve,B
 user  breaking    season   renaming  cities  streets  airports  zoologicalparks  buildings  user  president  rahulgand,B
 user    cyclonegaja    west  central  bay   approaching   tamilnadu  coast   state  administration   taking  seve,B
   cyclonegaja    west  central  bay   approaching   tamilnadu  coast   state  administration   taking  url,B
 breaking    season   renaming  cities  streets  airports  zoologicalparks  buildings  user  president  url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  nice  step  towards  disasterpreparedness   cyclonegaja   concerned  authorities  url,B
 user  flash  update  cyclonegaja  intensifying  nicely  look    beautiful  rain  filled  convection  looks  massive  right  n,B
 india  srilanka  gaja  tamilnadu  andhrapradesh  andhra  chennai  puducherry  kunnam  tirupati  nellore  url,B
 india  srilanka  gaja  tamilnadu  andhrapradesh  andhra  chennai  puducherry  kunnam  tirupati  nellore  url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  cyclonegaja  expected   make  landfall   tamilnadu   andhra   thursday  authorities  taking  necessary  steps   prepa,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 india  srilanka  gaja  tamilnadu  andhrapradesh  andhra  chennai  puducherry  kunnam  tirupati  nellore  url,B
  met  department   tuesday  predicted  cyclone  gaja   cross  tamil  nadu  coast   pamban   cuddalore    url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  cyclonegaja   stamoving  southwest  direction  anytime      reach  coast   th  evening   night  betwe,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  cyclonegaja     gut  feeling    turn  towards  south   url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  cyclonegaja  avoided  chennai  chiefly   schools    asked   close   anticipation     self  respecting,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  cyclonegaja     likely   increase  gradually  becoming  gale  wind  speed  kmph  gusting   kmph  along    ta,B
 user  cyclonegaja  squally  wind  speed  reaching  kmph  gusting   kmph   likely   commence  along    north  tamil  nadu,B
 user  cyclonegaja   cyclonic  storm  gaja   westcentral   adjoining  eastcentral   south  bay   bengal  moved  west  orthwestw,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 cyclone  gaja   cross  tn  coast   pamban  cuddalore   nov  cyclonegaja  cross  tncoast  pamban  url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user   cyclonegaja  leave  us   nov  evening  monsoon  rains   likely   retrieve    dynamics  throughout   sta,B
 user  cyclonegaja  causing  nightmares   weather  bloggers    twists   turns  sathiyama  mudiyala  current  jtwc  shows,B
 ecmwf  cyclonegaja  update  cyclone  gaja   likely   move   west  south  west  direction   cross   nagore  url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probabili,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  pr  url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 cyclonegaja   make  landfall   tamilnadu   thursday  state   high  ale  chennai  india  cyclones  url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user    due   cyclonegaja,B
 user    waiting  emoji  fe  emoji  c  karaikal  cyclonegaja  gajacyclone  url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  cyclonegaja      ts  tamilnadu  andhrapradesh  url,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 rain   delhincr    effect   cyclonegaja  emoji  f  emoji  f  emoji  f  emoji  fa  emoji  f  emoji  f,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  according   user  cyclonegaja   cause  damage   cuddalore  nagappattinam  tiruvarur  thanjavur  pudukkottai ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 places   nellore  ongole  vijayawada  vishakapattanam   get  rain  thunderstorm   cyclonegaja  tomor  url,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 user  bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  probability ,B
 bulletin   cyclonegaja  moving  southwest   likely    landfall   pamban   cuddalore   max  pr  url,B
 user  according   user  cyclonegaja   cause  damage   cuddalore  nagappattinam  tiruvarur  thanjavur  pudukkottai ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  emoji   emoji  fef  gaja   bring  heavy  rain   thunderstorms   tamil  nadu  kerala  karnataka   andhra  pradesh  cyclonegaja  gaja,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 cyclonegaja  chennai  forecast  url,B
 cyclonegaja  chennai  forecast  url,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  according   user     safe   cyclonegaja  emoji     please  stay  safe   well  emoji  url,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    forenoon  ,B
 user  according   user  cyclonegaja   cause  damage   cuddalore  nagappattinam  tiruvarur  thanjavur  pudukkottai ,B
 user  gaja  may  cause  major  damage   thatched  huts  houses  power   communication  lines  paddy  crops  banana  papaya  trees ,B
 user  user  user  user  user  user  user  url,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   url,B
 user  cyclone  aleemoji  ff  emoji  ff  cyclonic  storm  gaja   bay   bengal  located  km  away   trinco   landfall  tamil  nadu   like,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclonegaja      ts  tamilnadu  andhrapradesh  url,B
 cyclonegaja   swear  cant   ever    normal  disaster  free  end   year  like   always    flood   ra  url,B
 cyclonegaja  causing  nightmares   weather  bloggers    twists   turns  sathiyama  mudiyala  current  jtwc  sho  url,B
 user   cyclonegaja  leave  us   nov  evening  monsoon  rains   likely   retrieve    dynamics  throughout   sta,B
  cyclonegaja  leave  us   nov  evening  monsoon  rains   likely   retrieve    dynamics  throug  url,B
  cyclonegaja  leave  us   nov  evening  monsoon  rains   likely   retrieve    dynamics  throug  url,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  emoji   emoji  fef  gaja   bring  heavy  rain   thunderstorms   tamil  nadu  kerala  karnataka   andhra  pradesh  cyclonegaja  gaja,B
 user  cyclone  aleemoji  ff  emoji  ff  cyclonic  storm  gaja   bay   bengal  located  km  away   trinco   landfall  tamil  nadu   like,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 isro  may  postpone  satellite  launch  due   cyclone  gaja  cyclonegaja,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  india  cyclonegaja   make  landfall  across  multiple  districts   tamilnadu  state   november  remain  cognizant ,B
 user  according   user  cyclonegaja   cause  damage   cuddalore  nagappattinam  tiruvarur  thanjavur  pudukkottai ,B
 user  dei  cyclonegaja   know    single     powerful  question   waiting   cyclonegaja  reporters  user,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   thatc,B
 india  cyclonegaja   make  landfall  across  multiple  districts   tamilnadu  state   november  remain  cognizant  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclonegaja  avoided  chennai  chiefly   schools    asked   close   anticipation     self  respecting,B
 user  strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   thatc,B
 user  strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   thatc,B
 strong  winds  ale  lka  srilanka  weathersl  cyclonegaja  srilankanews  url,B
 user  cyclonegaja  avoided  chennai  chiefly   schools    asked   close   anticipation     self  respecting,B
 user  according   user  cyclonegaja   cause  damage   cuddalore  nagappattinam  tiruvarur  thanjavur  pudukkottai ,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    forenoon  ,B
 user  emoji  f   region   get   rain   cyclone  gaja  landfall   tamil  nadu    thursday  gaja  tamilnadu  cyc,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   thatc,B
 cyclonegaja  heavy  rainfall  expected   coastal  districts   tn   nov  url,B
 user  strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   thatc,B
 user  strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   thatc,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  cyclone  aleemoji  ff  emoji  ff   strong  winds  kmph   heavy  rains  cyclonic  storm  gaja  located  km  away   kks  like,B
 user  strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   thatc,B
 user  strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   thatc,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 strong  winds  ale  expect  strong  winds   heavy  rains   northern  parts  due   cyclone  gaja  expect  damage   url,B
 user  imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afternoon  ,B
 user  user  user   chennai   get  heavy    heavy  rains   times   strong  wi  url,B
 cyclonegaja  north  tamil  nadu   puducherry   likely   get  good  rain   november   india  meteorologica  url,B
 imd  bulletin   cyclone  alefor  tamilnadu    probable  landfall   pamban   cuddalore    afte  url,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 gusts   radius   gust     higher  landfall  expected   evening   cuddalore   url,B
 weather  forecast   nov  cyclonegaja   give  rains   south  peninsula  delhi  ncr  continues  battle   url,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  dei  cyclonegaja   know    single     powerful  question   waiting   cyclonegaja  reporters  user,B
 user  cyclonegaja  avoided  chennai  chiefly   schools    asked   close   anticipation     self  respecting,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  cyclonegaja  expected   make  landfall   tamilnadu   andhra   thursday  authorities  taking  necessary  steps   prepa,B
 user  cyclonegaja  avoided  chennai  chiefly   schools    asked   close   anticipation     self  respecting,B
 user  cyclonegaja  landfall  expected   multiple  tamil  nadu  districts   thursday  url,B
 user  cyclonegaja  facing    odds  preparing    worst  url,B
 dei  cyclonegaja   know    single     powerful  question   waiting   cyclonegaja  reporters  url,B
 user  cyclonegaja  avoided  chennai  chiefly   schools    asked   close   anticipation     self  respecting,B
 user  according   imd  cyclone  gaja   cause  damage   cuddalore  nagappattinam  tiruvarur  thanjavur  pudukkottai ,B
 user  cyclonegaja  avoided  chennai  chiefly   schools    asked   close   anticipation     self  respecting,B
 user  cyclonegaja  effect  imd  issues  alert  severe  cyclonic  storm  expected  within  hours  url  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 flash  update  cyclonegaja  intensifying  nicely  look    beautiful  rain  filled  convection  looks  massive  rig  url,B
 user   cyclone  gaja    unexpected  loop    direction    started   loop   yesterday  night     fi,B
 user   cyclone  gaja    unexpected  loop    direction    started   loop   yesterday  night     fi,B
 user  cyclonegaja  expected   make  landfall   tamilnadu   andhra   thursday  authorities  taking  necessary  steps   prepa,B
 user  cyclonegaja      ts  tamilnadu  andhrapradesh  url,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  user  user  anna   also  going   change   direction   cyclonegaja  user  user  user,B
 user  cyclone  gaja  latest  mb  vorticity  cyclonegaja  extremeweather  monsoon  url,B
 user  india  cyclonegaja  currently    bay   bengal   forecast   track    south   chennai  late   wednesday  howev,B
 user  cyclonegaja  avoided  chennai  chiefly   schools    asked   close   anticipation     self  respecting,B
 cyclonegaja  landfall  expected   multiple  tamil  nadu  districts   thursday  url,B
 user  cyclonegaja  expected   make  landfall   tamilnadu   andhra   thursday  authorities  taking  necessary  steps   prepa,B
 cyclonegaja  facing    odds  preparing    worst  url,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 user  laughter    best  medicine    wait   cyclonegaja  continues    something   keep   spirits ,B
 tamil  nadu  andhra  pradesh   puducherry   witness  heavy  rainfall   cyclonegaja  intensifies  cyclonegaja  gaja  url,B
 user  cyclone  gaja   turn   severe  cyclonic  storm   next  hours  tamil  nadu   andhra  pradesh   witness  heavy  rainfall,B
